ID,name,description,p,s,label,software
7944,spark.logConf,Logs the effective SparkConf as INFO when a SparkContext is started.,1,6,function-tradeoff,spark
7945,spark.master,The cluster manager to connect to. See the list of allowed master URL's.,0,0,others,spark
7946,spark.maxRemoteBlockSizeFetchToMem,"The remote block will be fetched to disk when size of the block is above this threshold in bytes. This is to avoid a giant request that takes too much memory. By default, this is only enabled for blocks > 2GB, as those cannot be fetched directly into memory, no matter what resources are available. But it can be turned down to a much lower value (eg. 200m) to avoid using too much memory on smaller blocks as well. Note this configuration will affect both shuffle fetch and block manager remote block fetch. For users who enabled external shuffle service, this feature can only be used when external shuffle service is newer than Spark 2.2.",1,5,workload-specific,spark
7947,spark.memory.fraction,"Fraction of (heap space - 300MB) used for execution and storage. The lower this is, the more frequently spills and cached data eviction occur. The purpose of this config is to set aside memory for internal metadata, user data structures, and imprecise size estimation in the case of sparse, unusually large records. Leaving this at the default value is recommended. For more detail, including important information about correctly tuning JVM garbage collection when increasing this value, see this description.",1,1,resource,spark
7948,spark.memory.offHeap.enabled,"If true, Spark will attempt to use off-heap memory for certain operations. If off-heap memory use is enabled, then spark.memory.offHeap.size must be positive.",1,6,function-tradeoff,spark
7949,spark.memory.offHeap.size,"The absolute amount of memory in bytes which can be used for off-heap allocation. This setting has no impact on heap memory usage, so if your executors' total memory consumption must fit within some hard limit then be sure to shrink your JVM heap size accordingly. This must be set to a positive value when spark.memory.offHeap.enabled=true.",1,1,resource,spark
7950,spark.memory.storageFraction,"Amount of storage memory immune to eviction, expressed as a fraction of the size of the region set aside by spark.memory.fraction. The higher this is, the less working memory may be available to execution and tasks may spill to disk more often. Leaving this at the default value is recommended. For more detail, see this description.",1,1,resource,spark
7951,spark.memory.useLegacyMode,"Whether to enable the legacy memory management mode used in Spark 1.5 and before. The legacy mode rigidly partitions the heap space into fixed-size regions, potentially leading to excessive spilling if the application was not tuned. The following deprecated memory fraction configurations are not read unless this is enabled: spark.shuffle.memoryFraction spark.storage.memoryFraction spark.storage.unrollFraction",1,6,function-tradeoff,spark
7952,spark.network.timeout,"Default timeout for all network interactions. This config will be used in place of spark.core.connection.ack.wait.timeout, spark.storage.blockManagerSlaveTimeoutMs, spark.shuffle.io.connectionTimeout, spark.rpc.askTimeout or spark.rpc.lookupTimeout if they are not configured.",0,0,others,spark
7953,spark.port.maxRetries,"Maximum number of retries when binding to a port before giving up. When a port is given a specific value (non 0), each subsequent retry will increment the port used in the previous attempt by 1 before retrying. This essentially allows it to try a range of ports from the start port specified to port + maxRetries.",0,0,others,spark
7954,spark.pyspark.driver.python,Python binary executable to use for PySpark in driver. (default is spark.pyspark.python),0,0,others,spark
7955,spark.pyspark.python,Python binary executable to use for PySpark in both driver and executors.,0,0,others,spark
7956,spark.python.profile,"Enable profiling in Python worker, the profile result will show up by sc.show_profiles(), or it will be displayed before the driver exits. It also can be dumped into disk by sc.dump_profiles(path). If some of the profile results had been displayed manually, they will not be displayed automatically before driver exiting. By default the pyspark.profiler.BasicProfiler will be used, but this can be overridden by passing a profiler class in as a parameter to the SparkContext constructor.",1,6,function-tradeoff,spark
7957,spark.python.profile.dump,"The directory which is used to dump the profile result before driver exiting. The results will be dumped as separated file for each RDD. They can be loaded by pstats.Stats(). If this is specified, the profile result will not be displayed automatically.",0,0,others,spark
7958,spark.python.worker.memory,"Amount of memory to use per python worker process during aggregation, in the same format as JVM memory strings with a size unit suffix (""k"", ""m"", ""g"" or ""t"") (e.g. 512m, 2g). If the memory used during aggregation goes above this amount, it will spill the data into disks.",1,1,resource,spark
7959,spark.python.worker.reuse,"Reuse Python worker or not. If yes, it will use a fixed number of Python workers, does not need to fork() a Python process for every task. It will be very useful if there is large broadcast, then the broadcast will not be needed to transferred from JVM to Python worker for every task.",1,4,limited-side-effect,spark
7960,spark.r.backendConnectionTimeout,Connection timeout set by R process on its connection to RBackend in seconds.,0,0,others,spark
7961,spark.r.command,Executable for executing R scripts in cluster modes for both driver and workers.,0,0,others,spark
7962,spark.r.driver.command,Executable for executing R scripts in client modes for driver. Ignored in cluster modes.,0,0,others,spark
7963,spark.r.heartBeatInterval,Interval for heartbeats sent from SparkR backend to R process to prevent connection timeout.,0,0,others,spark
7964,spark.r.numRBackendThreads,Number of threads used by RBackend to handle RPC calls from SparkR package.,1,1,resource,spark
7965,spark.r.shell.command,"Executable for executing sparkR shell in client modes for driver. Ignored in cluster modes. It is the same as environment variable SPARKR_DRIVER_R, but take precedence over it. spark.r.shell.command is used for sparkR shell while spark.r.driver.command is used for running R script.",0,0,others,spark
7966,spark.rdd.compress,Whether to compress serialized RDD partitions (e.g. for StorageLevel.MEMORY_ONLY_SER in Java and Scala or StorageLevel.MEMORY_ONLY in Python). Can save substantial space at the cost of some extra CPU time. Compression will use spark.io.compression.codec.,1,4,limited-side-effect,spark
7967,spark.redaction.regex,"Regex to decide which Spark configuration properties and environment variables in driver and executor environments contain sensitive information. When this regex matches a property key or value, the value is redacted from the environment UI and various logs like YARN and event logs.",0,0,others,spark
7968,spark.reducer.maxBlocksInFlightPerAddress,"This configuration limits the number of remote blocks being fetched per reduce task from a given host port. When a large number of blocks are being requested from a given address in a single fetch or simultaneously, this could crash the serving executor or Node Manager. This is especially useful to reduce the load on the Node Manager when external shuffle is enabled. You can mitigate this issue by setting it to a lower value.",1,3,reliability-tradeoff,spark
7969,spark.reducer.maxReqsInFlight,"This configuration limits the number of remote requests to fetch blocks at any given point. When the number of hosts in the cluster increase, it might lead to very large number of inbound connections to one or more nodes, causing the workers to fail under load. By allowing it to limit the number of fetch requests, this scenario can be mitigated.",1,3,reliability-tradeoff,spark
7970,spark.reducer.maxSizeInFlight,"Maximum size of map outputs to fetch simultaneously from each reduce task, in MiB unless otherwise specified. Since each output requires us to create a buffer to receive it, this represents a fixed memory overhead per reduce task, so keep it small unless you have a large amount of memory.",1,1,resource,spark
7971,spark.rpc.askTimeout,Duration for an RPC ask operation to wait before timing out.,0,0,others,spark
7972,spark.rpc.lookupTimeout,Duration for an RPC remote endpoint lookup operation to wait before timing out.,0,0,others,spark
7973,spark.rpc.message.maxSize,"Maximum message size (in MB) to allow in ""control plane"" communication; generally only applies to map output size information sent between executors and the driver. Increase this if you are running jobs with many thousands of map and reduce tasks and see messages about the RPC message size.",1,1,resource,spark
7974,spark.rpc.numRetries,Number of times to retry before an RPC task gives up. An RPC task will run at most times of this number.,0,0,others,spark
7975,spark.rpc.retry.wait,Duration for an RPC ask operation to wait before retrying.,0,0,others,spark
7976,spark.scheduler.blacklist.unschedulableTaskSetTimeout,The timeout in seconds to wait to acquire a new executor and schedule a task before aborting a TaskSet which is unschedulable because of being completely blacklisted.,0,0,others,spark
7977,spark.scheduler.listenerbus.eventqueue.capacity,"Capacity for event queue in Spark listener bus, must be greater than 0. Consider increasing value (e.g. 20000) if listener events are dropped. Increasing this value may result in the driver using more memory.",1,1,resource,spark
7978,spark.scheduler.maxRegisteredResourcesWaitingTime,Maximum amount of time to wait for resources to register before scheduling begins.,0,0,others,spark
7979,spark.scheduler.minRegisteredResourcesRatio,"The minimum ratio of registered resources (registered resources / total expected resources) (resources are executors in yarn mode and Kubernetes mode, CPU cores in standalone mode and Mesos coarse-grained mode ['spark.cores.max' value is total expected resources for Mesos coarse-grained mode] ) to wait for before scheduling begins. Specified as a double between 0.0 and 1.0. Regardless of whether the minimum ratio of resources has been reached, the maximum amount of time it will wait before scheduling begins is controlled by config spark.scheduler.maxRegisteredResourcesWaitingTime.",0,0,others,spark
7980,spark.scheduler.mode,The scheduling mode between jobs submitted to the same SparkContext. Can be set to FAIR to use fair sharing instead of queueing jobs one after another. Useful for multi-user services.,1,5,workload-specific,spark
7981,spark.scheduler.revive.interval,The interval length for the scheduler to revive the worker resource offers to run tasks.,0,0,others,spark
7982,spark.serializer,"Class to use for serializing objects that will be sent over the network or need to be cached in serialized form. The default of Java serialization works with any Serializable Java object but is quite slow, so we recommend using org.apache.spark.serializer.KryoSerializer and configuring Kryo serialization when speed is necessary. Can be any subclass of org.apache.spark.Serializer.",1,4,limited-side-effect,spark
7983,spark.serializer.objectStreamReset,"When serializing using org.apache.spark.serializer.JavaSerializer, the serializer caches objects to prevent writing redundant data, however that stops garbage collection of those objects. By calling 'reset' you flush that info from the serializer, and allow old objects to be collected. To turn off this periodic reset set it to -1. By default it will reset the serializer every 100 objects.",1,4,limited-side-effect,spark
7984,spark.shuffle.accurateBlockThreshold,Threshold in bytes above which the size of shuffle blocks in HighlyCompressedMapStatus is accurately recorded. This helps to prevent OOM by avoiding underestimating shuffle block size when fetch shuffle blocks.,1,5,workload-specific,spark
7985,spark.shuffle.compress,Whether to compress map output files. Generally a good idea. Compression will use spark.io.compression.codec.,1,4,limited-side-effect,spark
7986,spark.shuffle.file.buffer,"Size of the in-memory buffer for each shuffle file output stream, in KiB unless otherwise specified. These buffers reduce the number of disk seeks and system calls made in creating intermediate shuffle files.",1,1,resource,spark
7987,spark.shuffle.io.maxRetries,(Netty only) Fetches that fail due to IO-related exceptions are automatically retried if this is set to a non-zero value. This retry logic helps stabilize large shuffles in the face of long GC pauses or transient network connectivity issues.,0,0,others,spark
7988,spark.shuffle.io.numConnectionsPerPeer,"(Netty only) Connections between hosts are reused in order to reduce connection buildup for large clusters. For clusters with many hard disks and few hosts, this may result in insufficient concurrency to saturate all disks, and so users may consider increasing this value.",1,1,resource,spark
7989,spark.shuffle.io.preferDirectBufs,"(Netty only) Off-heap buffers are used to reduce garbage collection during shuffle and cache block transfer. For environments where off-heap memory is tightly limited, users may wish to turn this off to force all allocations from Netty to be on-heap.",1,1,resource,spark
7990,spark.shuffle.io.retryWait,"(Netty only) How long to wait between retries of fetches. The maximum delay caused by retrying is 15 seconds by default, calculated as maxRetries * retryWait.",0,0,others,spark
7991,spark.shuffle.maxChunksBeingTransferred,"The max number of chunks allowed to be transferred at the same time on shuffle service. Note that new incoming connections will be closed when the max number is hit. The client will retry according to the shuffle retry configs (see spark.shuffle.io.maxRetries and spark.shuffle.io.retryWait), if those limits are reached the task will fail with fetch failure.",1,5,workload-specific,spark
7992,spark.shuffle.memoryFraction,"(deprecated) This is read only if spark.memory.useLegacyMode is enabled. Fraction of Java heap to use for aggregation and cogroups during shuffles. At any given time, the collective size of all in-memory maps used for shuffles is bounded by this limit, beyond which the contents will begin to spill to disk. If spills are often, consider increasing this value at the expense of spark.storage.memoryFraction.",0,0,others,spark
7993,spark.shuffle.registration.maxAttempts,"When we fail to register to the external shuffle service, we will retry for maxAttempts times.",0,0,others,spark
7994,spark.shuffle.registration.timeout,Timeout in milliseconds for registration to the external shuffle service.,0,0,others,spark
7995,spark.shuffle.service.enabled,"Enables the external shuffle service. This service preserves the shuffle files written by executors so the executors can be safely removed. This must be enabled if spark.dynamicAllocation.enabled is ""true"". The external shuffle service must be set up in order to enable it. See dynamic allocation configuration and setup documentation for more information.",1,4,limited-side-effect,spark
7996,spark.shuffle.service.index.cache.size,Cache entries limited to the specified memory footprint in bytes.,1,1,resource,spark
7997,spark.shuffle.service.port,Port on which the external shuffle service will run.,0,0,others,spark
7998,spark.shuffle.sort.bypassMergeThreshold,"(Advanced) In the sort-based shuffle manager, avoid merge-sorting data if there is no map-side aggregation and there are at most this many reduce partitions.",1,5,workload-specific,spark
7999,spark.shuffle.spill.compress,Whether to compress data spilled during shuffles. Compression will use spark.io.compression.codec.,1,4,limited-side-effect,spark
8000,spark.speculation,"If set to ""true"", performs speculative execution of tasks. This means if one or more tasks are running slowly in a stage, they will be re-launched.",1,4,limited-side-effect,spark
8001,spark.speculation.interval,How often Spark will check for tasks to speculate.,0,0,others,spark
8002,spark.speculation.multiplier,How many times slower a task is than the median to be considered for speculation.,0,0,others,spark
8003,spark.speculation.quantile,Fraction of tasks which must be complete before speculation is enabled for a particular stage.,0,0,others,spark
8004,spark.sql.ui.retainedExecutions,How many finished executions the Spark UI and status APIs remember before garbage collecting.,0,0,others,spark
8005,spark.stage.maxConsecutiveAttempts,Number of consecutive stage attempts allowed before a stage is aborted.,0,0,others,spark
8006,spark.storage.memoryFraction,"(deprecated) This is read only if spark.memory.useLegacyMode is enabled. Fraction of Java heap to use for Spark's memory cache. This should not be larger than the ""old"" generation of objects in the JVM, which by default is given 0.6 of the heap, but you can increase it if you configure your own old generation size.",0,0,others,spark
8007,spark.storage.memoryMapThreshold,"Size in bytes of a block above which Spark memory maps when reading a block from disk. This prevents Spark from memory mapping very small blocks. In general, memory mapping has high overhead for blocks close to or below the page size of the operating system.",1,1,resource,spark
8008,spark.storage.replication.proactive,Enables proactive block replication for RDD blocks. Cached RDD block replicas lost due to executor failures are replenished if there are any existing available replicas. This tries to get the replication level of the block to the initial number.,1,3,reliability-tradeoff,spark
8009,spark.storage.unrollFraction,(deprecated) This is read only if spark.memory.useLegacyMode is enabled. Fraction of spark.storage.memoryFraction to use for unrolling blocks in memory. This is dynamically allocated by dropping existing blocks when there is not enough free storage space to unroll the new block in its entirety.,0,0,others,spark
8010,spark.streaming.backpressure.enabled,"Enables or disables Spark Streaming's internal backpressure mechanism (since 1.5). This enables the Spark Streaming to control the receiving rate based on the current batch scheduling delays and processing times so that the system receives only as fast as the system can process. Internally, this dynamically sets the maximum receiving rate of receivers. This rate is upper bounded by the values spark.streaming.receiver.maxRate and spark.streaming.kafka.maxRatePerPartition if they are set (see below).",1,5,workload-specific,spark
8011,spark.streaming.backpressure.initialRate,This is the initial maximum receiving rate at which each receiver will receive data for the first batch when the backpressure mechanism is enabled.,1,1,resource,spark
8012,spark.streaming.blockInterval,Interval at which data received by Spark Streaming receivers is chunked into blocks of data before storing them in Spark. Minimum recommended - 50 ms. See the performance tuning section in the Spark Streaming programing guide for more details.,0,0,others,spark
8013,spark.streaming.driver.writeAheadLog.closeFileAfterWrite,Whether to close the file after writing a write-ahead log record on the driver. Set this to 'true' when you want to use S3 (or any file system that does not support flushing) for the metadata WAL on the driver.,0,0,others,spark
8014,spark.streaming.kafka.maxRatePerPartition,Maximum rate (number of records per second) at which data will be read from each Kafka partition when using the new Kafka direct stream API. See the Kafka Integration guide for more details.,1,5,workload-specific,spark
8015,spark.streaming.kafka.maxRetries,Maximum number of consecutive retries the driver will make in order to find the latest offsets on the leader of each partition (a default value of 1 means that the driver will make a maximum of 2 attempts). Only applies to the new Kafka direct stream API.,0,0,others,spark
8016,spark.streaming.kafka.minRatePerPartition,Minimum rate (number of records per second) at which data will be read from each Kafka partition when using the new Kafka direct stream API.,1,5,workload-specific,spark
8017,spark.streaming.receiver.maxRate,"Maximum rate (number of records per second) at which each receiver will receive data. Effectively, each stream will consume at most this number of records per second. Setting this configuration to 0 or a negative number will put no limit on the rate. See the deployment guide in the Spark Streaming programing guide for mode details.",0,0,others,spark
8018,spark.streaming.receiver.writeAheadLog.closeFileAfterWrite,Whether to close the file after writing a write-ahead log record on the receivers. Set this to 'true' when you want to use S3 (or any file system that does not support flushing) for the data WAL on the receivers.,0,0,others,spark
8019,spark.streaming.receiver.writeAheadLog.enable,Enable write-ahead logs for receivers. All the input data received through receivers will be saved to write-ahead logs that will allow it to be recovered after driver failures. See the deployment guide in the Spark Streaming programing guide for more details.,0,0,others,spark
8020,spark.streaming.stopGracefullyOnShutdown,"If true, Spark shuts down the StreamingContext gracefully on JVM shutdown rather than immediately.",0,0,others,spark
8021,spark.streaming.ui.retainedBatches,How many batches the Spark Streaming UI and status APIs remember before garbage collecting.,1,1,resource,spark
8022,spark.streaming.ui.retainedBatches,How many finished batches the Spark UI and status APIs remember before garbage collecting.,0,0,others,spark
8023,spark.streaming.unpersist,Force RDDs generated and persisted by Spark Streaming to be automatically unpersisted from Spark's memory. The raw input data received by Spark Streaming is also automatically cleared. Setting this to false will allow the raw data and persisted RDDs to be accessible outside the streaming application as they will not be cleared automatically. But it comes at the cost of higher memory usage in Spark.,0,0,others,spark
8024,spark.submit.deployMode,"The deploy mode of Spark driver program, either ""client"" or ""cluster"", Which means to launch driver program locally (""client"") or remotely (""cluster"") on one of the nodes inside the cluster.",0,0,others,spark
8025,spark.submit.pyFiles,"Comma-separated list of .zip, .egg, or .py files to place on the PYTHONPATH for Python apps. Globs are allowed.",0,0,others,spark
8026,spark.task.cpus,Number of cores to allocate for each task.,1,1,resource,spark
8027,spark.task.maxFailures,Number of failures of any particular task before giving up on the job. The total number of failures spread across different tasks will not cause the job to fail; a particular task has to fail this number of attempts. Should be greater than or equal to 1. Number of allowed retries = this value - 1.,1,3,reliability-tradeoff,spark
8028,spark.task.reaper.enabled,"Enables monitoring of killed / interrupted tasks. When set to true, any task which is killed will be monitored by the executor until that task actually finishes executing. See the other spark.task.reaper.* configurations for details on how to control the exact behavior of this monitoring. When set to false (the default), task killing will use an older code path which lacks such monitoring.",0,0,others,spark
8029,spark.task.reaper.killTimeout,"When spark.task.reaper.enabled = true, this setting specifies a timeout after which the executor JVM will kill itself if a killed task has not stopped running. The default value, -1, disables this mechanism and prevents the executor from self-destructing. The purpose of this setting is to act as a safety-net to prevent runaway noncancellable tasks from rendering an executor unusable.",0,0,others,spark
8030,spark.task.reaper.pollingInterval,"When spark.task.reaper.enabled = true, this setting controls the frequency at which executors will poll the status of killed tasks. If a killed task is still running when polled then a warning will be logged and, by default, a thread-dump of the task will be logged (this thread dump can be disabled via the spark.task.reaper.threadDump setting, which is documented below).",0,0,others,spark
8031,spark.task.reaper.threadDump,"When spark.task.reaper.enabled = true, this setting controls whether task thread dumps are logged during periodic polling of killed tasks. Set this to false to disable collection of thread dumps.",0,0,others,spark
8032,spark.ui.dagGraph.retainedRootRDDs,How many DAG graph nodes the Spark UI and status APIs remember before garbage collecting.,1,1,resource,spark
8033,spark.ui.enabled,Whether to run the web UI for the Spark application.,0,0,others,spark
8034,spark.ui.filters,"Comma separated list of filter class names to apply to the Spark Web UI. The filter should be a standard javax servlet Filter. Filter parameters can also be specified in the configuration, by setting config entries of the form spark.<class name of filter>.param.<param name>=<value> For example: spark.ui.filters=com.test.filter1 spark.com.test.filter1.param.name1=foo spark.com.test.filter1.param.name2=bar",0,0,others,spark
8035,spark.ui.killEnabled,Allows jobs and stages to be killed from the web UI.,0,0,others,spark
8036,spark.ui.liveUpdate.minFlushPeriod,Minimum time elapsed before stale UI data is flushed. This avoids UI staleness when incoming task events are not fired frequently.,0,0,others,spark
8037,spark.ui.liveUpdate.period,"How often to update live entities. -1 means ""never update"" when replaying applications, meaning only the last write will happen. For live applications, this avoids a few operations that we can live without when rapidly processing incoming task events.",0,0,others,spark
8038,spark.ui.port,"Port for your application's dashboard, which shows memory and workload data.",0,0,others,spark
8039,spark.ui.requestHeaderSize,"The maximum allowed size for a HTTP request header, in bytes unless otherwise specified. This setting applies for the Spark History Server too.",1,5,workload-specific,spark
8040,spark.ui.retainedDeadExecutors,How many dead executors the Spark UI and status APIs remember before garbage collecting.,0,0,others,spark
8041,spark.ui.retainedJobs,"How many jobs the Spark UI and status APIs remember before garbage collecting. This is a target maximum, and fewer elements may be retained in some circumstances.",1,1,resource,spark
8042,spark.ui.retainedStages,"How many stages the Spark UI and status APIs remember before garbage collecting. This is a target maximum, and fewer elements may be retained in some circumstances.",0,0,others,spark
8043,spark.ui.retainedTasks,"How many tasks the Spark UI and status APIs remember before garbage collecting. This is a target maximum, and fewer elements may be retained in some circumstances.",0,0,others,spark
8044,spark.ui.reverseProxy,"Enable running Spark Master as reverse proxy for worker and application UIs. In this mode, Spark master will reverse proxy the worker and application UIs to enable access without requiring direct access to their hosts. Use it with caution, as worker and application UI will not be accessible directly, you will only be able to access them through spark master/proxy public URL. This setting affects all the workers and application UIs running in the cluster and must be set on all the workers, drivers and masters.",1,2,security-tradeoff,spark
8045,spark.ui.reverseProxyUrl,This is the URL where your proxy is running. This URL is for proxy which is running in front of Spark Master. This is useful when running proxy for authentication e.g. OAuth proxy. Make sure this is a complete URL including scheme (http/https) and port to reach your proxy.,0,0,others,spark
8046,spark.ui.showConsoleProgress,"Show the progress bar in the console. The progress bar shows the progress of stages that run for longer than 500ms. If multiple stages run at the same time, multiple progress bars will be displayed on the same line. Note: In shell environment, the default value of spark.ui.showConsoleProgress is true.",1,6,function-tradeoff,spark
8047,spark.worker.ui.retainedDrivers,How many finished drivers the Spark UI and status APIs remember before garbage collecting.,0,0,others,spark
8048,spark.worker.ui.retainedExecutors,How many finished executors the Spark UI and status APIs remember before garbage collecting.,0,0,others,spark
8049,SPARK_LOCAL_IP,IP address of the machine to bind to.,0,0,others,spark
8050,SPARK_PUBLIC_DNS,Hostname your Spark program will advertise to other machines.,0,0,others,spark
8051,SPARKR_DRIVER_R,R binary executable to use for SparkR shell (default is R).,0,0,others,spark
8052,access_log,Configures whether and how Squid logs HTTP and ICP transactions.,1,3,reliability-tradeoff,squid
8053,acl,Defining an Access List,1,3,reliability-tradeoff,squid
8054,acl_uses_indirect_client,Controls whether the indirect client address (see follow_x_forwarded_for) is used instead of the direct client address in acl matching.,0,0,others,squid
8055,adaptation_meta,This option allows Squid administrator to add custom ICAP request headers or eCAP options to Squid ICAP requests or eCAP transactions. Use it to pass custom authentication tokens and other transaction-state related meta information to an ICAP/eCAP service.,0,0,others,squid
8056,adaptation_send_client_ip,"If enabled, Squid shares HTTP client IP information with adaptation services. For ICAP, Squid adds the X-Client-IP header to ICAP requests. For eCAP, Squid sets the libecap::metaClientIp transaction option.",0,0,others,squid
8057,adaptation_send_username,This sends authenticated HTTP client username (if available) to the adaptation service.,0,0,others,squid
8058,adaptation_service_chain,"Configures a list of complementary services that will be applied one-by-one, forming an adaptation chain or pipeline. This is useful when Squid must perform different adaptations on the same message.",0,0,others,squid
8059,adaptation_service_iteration_limit,Limits the number of iterations allowed when applying adaptation services to a message.,0,0,others,squid
8060,adaptation_service_set,"Configures an ordered set of similar, redundant services. This is useful when hot standby or backup adaptation servers are available.",0,0,others,squid
8061,adaptation_uses_indirect_client,Controls whether the indirect client IP address (instead of the direct client IP address) is passed to adaptation services.,0,0,others,squid
8062,adapted_http_access,Allowing or Denying access based on defined access lists,0,0,others,squid
8063,allow_underscore,Underscore characters is not strictly allowed in Internet hostnames but nevertheless used by many sites. Set this to off if you want Squid to be strict about the standard.,0,0,others,squid
8064,announce_file,The contents of this file will be included in the announce registration messages.,0,0,others,squid
8065,announce_host,Set the hostname where announce registration messages will be sent.,0,0,others,squid
8066,announce_period,This is how frequently to send cache announcements.,0,0,others,squid
8067,announce_port,Set the port where announce registration messages will be sent.,0,0,others,squid
8068,append_domain,Appends local domain name to hostnames without any dots in them.,0,0,others,squid
8069,as_whois_server,"WHOIS server to query for AS numbers. NOTE: AS numbers are queried only when Squid starts up, not for every request.",0,0,others,squid
8070,auth_param,This is used to define parameters for the various authentication schemes supported by Squid.,0,0,others,squid
8071,authenticate_cache_garbage_interval,The time period between garbage collection across the username cache.This is a trade-off between memory utilization (long intervals - say 2 days) and CPU (short intervals - say 1 minute).,0,0,others,squid
8072,authenticate_ip_ttl,"If you use proxy authentication and the 'max_user_ip' ACL, this directive controls how long Squid remembers the IP addresses associated with each user.",0,0,others,squid
8073,authenticate_ttl,"The time a user & their credentials stay in the logged in user cache since their last request. When the garbage interval passes, all user credentials that have passed their TTL are removed from memory.",0,0,others,squid
8074,background_ping_rate,Controls how often the ICP pings are sent to siblings that have background-ping set.,0,0,others,squid
8075,broken_posts,"A list of ACL elements which, if matched, causes Squid to send an extra CRLF pair after the body of a PUT/POST request.",0,0,others,squid
8076,buffered_logs,Whether to write/send access_log records ASAP or accumulate them and then write/send them in larger chunks. Buffering may improve performance because it decreases the number of I/Os.,1,1,resource,squid
8077,cache,Requests denied by this directive will not be served from the cache and their responses will not be stored in the cache.,0,0,others,squid
8078,cache_effective_group,Squid sets the GID to the effective user's default group ID (taken from the password file) and supplementary group list from the groups membership.,0,0,others,squid
8079,cache_effective_user,"If you start Squid as root, it will change its effective/real UID/GID to the user specified below.",0,0,others,squid
8080,cache_log,Squid administrative logging file. This is where general information about Squid behavior goes.,0,0,others,squid
8081,cache_mem,cache_mem' specifies the ideal amount of memory to be used,1,1,resource,squid
8082,cache_mgr,"Email-address of local cache manager who will receive mail if the cache dies. The default is ""webmaster"".",0,0,others,squid
8083,cache_miss_revalidate,This option determines whether Squid on cache MISS will pass the client revalidation request to the server or tries to fetch new content for caching.,0,0,others,squid
8084,cache_peer,To specify other caches in a hierarchy,1,6,function-tradeoff,squid
8085,cache_peer_access,Restricts usage of cache_peer proxies.,1,6,function-tradeoff,squid
8086,cache_replacement_policy,The cache replacement policy parameter determines which objects are evicted (replaced) when disk space is needed.,0,0,others,squid
8087,cache_store_log,"Logs the activities of the storage manager. Shows which objects are ejected from the cache, and which objects are saved and for how long.",0,0,others,squid
8088,cache_swap_high,The high-water mark for AUFS/UFS/diskd cache object eviction by the cache_replacement_policy algorithm.,1,3,reliability-tradeoff,squid
8089,cache_swap_low,The low-water mark for AUFS/UFS/diskd cache object eviction by the cache_replacement_policy algorithm.,1,3,reliability-tradeoff,squid
8090,cache_swap_state,"Location for the cache ""swap.state"" file.",0,0,others,squid
8091,cachemgr_passwd,Specify passwords for cachemgr operations.,0,0,others,squid
8092,check_hostnames,For security and stability reasons Squid can check hostnames for Internet standard RFC compliance. If you want Squid to perform these checks turn this directive on.,1,2,security-tradeoff,squid
8093,chroot,Specifies a directory where Squid should do a chroot() while initializing. This also causes Squid to fully drop root privileges after initializing.,0,0,others,squid
8094,client_db,"If you want to disable collecting per-client statistics, turn off client_db here.",0,0,others,squid
8095,client_delay_initial_bucket_level,This option determines the initial bucket size as a percentage of max_bucket_size from client_delay_parameters.,0,0,others,squid
8096,client_delay_pools,This option specifies the number of client delay pools used. It must preceed other client_delay_* options.,0,0,others,squid
8097,client_dst_passthru,With NAT or TPROXY intercepted traffic Squid may pass the request directly to the original client destination IP or seek a faster source using the HTTP Host header.,0,0,others,squid
8098,client_idle_pconn_timeout,How long to wait for the next HTTP request on a persistent client connection after the previous request completes.,0,0,others,squid
8099,client_ip_max_connections,Set an absolute limit on the number of connections a single client IP can use. Any more than this and Squid will begin to drop new connections from the client until it closes some links.,1,1,resource,squid
8100,client_lifetime,The maximum amount of time a client (browser) is allowed to remain connected to the cache process.,0,0,others,squid
8101,client_netmask,A netmask for client addresses in logfiles and cachemgr output. Change this to protect the privacy of your cache clients.,0,0,others,squid
8102,client_persistent_connections,Persistent connection support for clients.,1,3,reliability-tradeoff,squid
8103,client_request_buffer_max_size,This specifies the maximum buffer size of a client request. It prevents squid eating too much memory when somebody uploads a large file.,1,1,resource,squid
8104,clientside_mark,"Allows you to apply a Netfilter mark value to packets being transmitted on the client-side, based on an ACL.",0,0,others,squid
8105,clientside_tos,"Allows you to select a TOS/DSCP value for packets being transmitted on the client-side, based on an ACL.",0,0,others,squid
8106,collapsed_forwarding,This option controls whether Squid is allowed to merge multiple potentially cachable requests for the same URI before Squid knows whether the response is going to be cachable.,0,0,others,squid
8107,collapsed_forwarding_shared_entries_limit,This limits the size of a table used for sharing information about collapsible entries among SMP workers.,0,0,others,squid
8108,configuration_includes_quoted_values,"If set, Squid will recognize each ""quoted string"" after a configuration directive as a single parameter. The quotes are stripped before the parameter value is interpreted or used.",0,0,others,squid
8109,connect_retries,Limits the number of reopening attempts when establishing a single TCP connection. All these attempts must still complete before the applicable connection opening timeout expires.,0,0,others,squid
8110,connect_timeout,This parameter specifies how long to wait for the TCP connect to the requested server or peer to complete before Squid should attempt to find another path where to forward the request.,0,0,others,squid
8111,coredump_dir,"By default Squid leaves core files in the directory from where it was started. If you set 'coredump_dir' to a directory that exists, Squid will chdir() to that directory at startup and coredump files will be left there.",0,0,others,squid
8112,cpu_affinity_map,Sets 1:1 mapping between Squid processes and CPU cores.,1,1,resource,squid
8113,dead_peer_timeout,"This controls how long Squid waits to declare a peer cache as ""dead.""",0,0,others,squid
