ID,name,description,p,s,label,software,filter,study
6386,uwsgi_cache,Defines a shared memory zone used for caching. The same zone can be used in several places. Parameter value can contain variables (1.7.9). The off parameter disables caching inherited from the previous configuration level.,1,4,limited-side-effect,nginx,0,0
6387,uwsgi_cache_background_update,"Allows starting a background subrequest to update an expired cache item, while a stale cached response is returned to the client. Note that it is necessary to allow the usage of a stale cached response when it is being updated.",1,6,function-tradeoff,nginx,0,0
6388,uwsgi_cache_bypass,Defines conditions under which the response will not be taken from a cache. If at least one value of the string parameters is not empty and is not equal to 0 then the response will not be taken from the cache:,0,0,others,nginx,0,0
6389,uwsgi_cache_key,"Defines a key for caching, for example",0,0,others,nginx,0,1
6390,uwsgi_cache_lock,"When enabled, only one request at a time will be allowed to populate a new cache element identified according to the uwsgi_cache_key directive by passing a request to a uwsgi server. Other requests of the same cache element will either wait for a response to appear in the cache or the cache lock for this element to be released, up to the time set by the uwsgi_cache_lock_timeout directive.",0,0,others,nginx,0,0
6391,uwsgi_cache_lock_age,"If the last request passed to the uwsgi server for populating a new cache element has not completed for the specified time, one more request may be passed to the uwsgi server.",0,0,others,nginx,0,0
6392,uwsgi_cache_lock_timeout,"Sets a timeout for uwsgi_cache_lock. When the time expires, the request will be passed to the uwsgi server, however, the response will not be cached.",0,0,others,nginx,0,1
6393,uwsgi_cache_max_range_offset,"Sets an offset in bytes for byte-range requests. If the range is beyond the offset, the range request will be passed to the uwsgi server and the response will not be cached.",1,5,workload-specific,nginx,0,0
6394,uwsgi_cache_methods,"If the client request method is listed in this directive then the response will be cached. GET and HEAD methods are always added to the list, though it is recommended to specify them explicitly. See also the uwsgi_no_cache directive.",0,0,others,nginx,0,1
6395,uwsgi_cache_min_uses,Sets the number of requests after which the response will be cached.,1,5,workload-specific,nginx,0,0
6396,uwsgi_cache_path,"Sets the path and other parameters of a cache. Cache data are stored in files. The file name in a cache is a result of applying the MD5 function to the cache key. The levels parameter defines hierarchy levels of a cache: from 1 to 3, each level accepts values 1 or 2. For example, in the following configuration",0,0,others,nginx,0,0
6397,uwsgi_cache_purge,Defines conditions under which the request will be considered a cache purge request. If at least one value of the string parameters is not empty and is not equal to 0 then the cache entry with a corresponding cache key is removed. The result of successful operation is indicated by returning the 204 (No Content) response.,0,0,others,nginx,0,0
6398,uwsgi_cache_revalidate,Enables revalidation of expired cache items using conditional requests with the If-Modified-Since and If-None-Match header fields.,1,2,security-tradeoff,nginx,0,1
6399,uwsgi_cache_use_stale,Determines in which cases a stale cached response can be used when an error occurs during communication with the uwsgi server. The directives parameters match the parameters of the uwsgi_next_upstream directive.,0,0,others,nginx,0,0
6400,uwsgi_cache_valid,"Sets caching time for different response codes. For example, the following directives",0,0,others,nginx,0,0
6401,uwsgi_connect_timeout,Defines a timeout for establishing a connection with a uwsgi server. It should be noted that this timeout cannot usually exceed 75 seconds.,0,0,others,nginx,0,0
6402,uwsgi_force_ranges,Enables byte-range support for both cached and uncached responses from the uwsgi server regardless of the Accept-Ranges field in these responses.,0,0,others,nginx,0,0
6403,uwsgi_hide_header,"By default, nginx does not pass the header fields Status and X-Accel-... from the response of a uwsgi server to a client. The uwsgi_hide_header directive sets additional fields that will not be passed. If, on the contrary, the passing of fields needs to be permitted, the uwsgi_pass_header directive can be used.",0,0,others,nginx,0,1
6404,uwsgi_ignore_client_abort,Determines whether the connection with a uwsgi server should be closed when a client closes the connection without waiting for a response.,0,0,others,nginx,0,0
6405,uwsgi_ignore_headers,"Disables processing of certain response header fields from the uwsgi server. The following fields can be ignored: X-Accel-Redirect, X-Accel-Expires, X-Accel-Limit-Rate (1.1.6), X-Accel-Buffering (1.1.6), X-Accel-Charset (1.1.6), Expires, Cache-Control, Set-Cookie (0.8.44), and Vary (1.7.7).",0,0,others,nginx,0,0
6406,uwsgi_intercept_errors,Determines whether a uwsgi server responses with codes greater than or equal to 300 should be passed to a client or be intercepted and redirected to nginx for processing with the error_page directive.,0,0,others,nginx,0,0
6407,uwsgi_limit_rate,"Limits the speed of reading the response from the uwsgi server. The rate is specified in bytes per second. The zero value disables rate limiting. The limit is set per a request, and so if nginx simultaneously opens two connections to the uwsgi server, the overall rate will be twice as much as the specified limit. The limitation works only if buffering of responses from the uwsgi server is enabled.",0,0,others,nginx,0,0
6408,uwsgi_max_temp_file_size,"When buffering of responses from the uwsgi server is enabled, and the whole response does not fit into the buffers set by the uwsgi_buffer_size and uwsgi_buffers directives, a part of the response can be saved to a temporary file. This directive sets the maximum size of the temporary file. The size of data written to the temporary file at a time is set by the uwsgi_temp_file_write_size directive.",1,5,workload-specific,nginx,0,0
6409,uwsgi_modifier1,Sets the value of the modifier1 field in the uwsgi packet header.,0,0,others,nginx,0,0
6410,uwsgi_modifier2,Sets the value of the modifier2 field in the uwsgi packet header.,0,0,others,nginx,0,0
6411,uwsgi_next_upstream,Specifies in which cases a request should be passed to the next server:,0,0,others,nginx,0,0
6412,uwsgi_next_upstream_timeout,Limits the time during which a request can be passed to the next server. The 0 value turns off this limitation.,0,0,others,nginx,0,0
6413,uwsgi_next_upstream_tries,Limits the number of possible tries for passing a request to the next server. The 0 value turns off this limitation.,0,0,others,nginx,0,0
6414,uwsgi_no_cache,Defines conditions under which the response will not be saved to a cache. If at least one value of the string parameters is not empty and is not equal to 0 then the response will not be saved:,0,0,others,nginx,0,0
6415,uwsgi_param,"Sets a parameter that should be passed to the uwsgi server. The value can contain text, variables, and their combination. These directives are inherited from the previous configuration level if and only if there are no uwsgi_param directives defined on the current level.",0,0,others,nginx,0,1
6416,uwsgi_pass,"Sets the protocol and address of a uwsgi server. As a protocol, uwsgi or suwsgi (secured uwsgi, uwsgi over SSL) can be specified. The address can be specified as a domain name or IP address, and a port:",0,0,others,nginx,0,0
6417,uwsgi_pass_header,Permits passing otherwise disabled header fields from a uwsgi server to a client.,0,0,others,nginx,0,0
6418,uwsgi_pass_request_body,Indicates whether the original request body is passed to the uwsgi server. See also the uwsgi_pass_request_headers directive.,0,0,others,nginx,0,0
6419,uwsgi_pass_request_headers,Indicates whether the header fields of the original request are passed to the uwsgi server. See also the uwsgi_pass_request_body directive.,0,0,others,nginx,0,0
6420,uwsgi_read_timeout,"Defines a timeout for reading a response from the uwsgi server. The timeout is set only between two successive read operations, not for the transmission of the whole response. If the uwsgi server does not transmit anything within this time, the connection is closed.",0,0,others,nginx,0,0
6421,uwsgi_request_buffering,Enables or disables buffering of a client request body.,1,6,function-tradeoff,nginx,0,0
6422,uwsgi_send_timeout,"Sets a timeout for transmitting a request to the uwsgi server. The timeout is set only between two successive write operations, not for the transmission of the whole request. If the uwsgi server does not receive anything within this time, the connection is closed.",0,0,others,nginx,0,0
6423,uwsgi_socket_keepalive,"Configures the TCP keepalive behavior for outgoing connections to a uwsgi server. By default, the operating systems settings are in effect for the socket. If the directive is set to the value on, the SO_KEEPALIVE socket option is turned on for the socket.",0,0,others,nginx,0,0
6424,uwsgi_ssl_certificate,Specifies a file with the certificate in the PEM format used for authentication to a secured uwsgi server.,0,0,others,nginx,0,0
6425,uwsgi_ssl_certificate_key,Specifies a file with the secret key in the PEM format used for authentication to a secured uwsgi server.,0,0,others,nginx,0,1
6426,uwsgi_ssl_ciphers,Specifies the enabled ciphers for requests to a secured uwsgi server. The ciphers are specified in the format understood by the OpenSSL library.,0,0,others,nginx,0,1
6427,uwsgi_ssl_conf_command,Sets arbitrary OpenSSL configuration commands when establishing a connection with the secured uwsgi server.,0,0,others,nginx,0,0
6428,uwsgi_ssl_crl,Specifies a file with revoked certificates (CRL) in the PEM format used to verify the certificate of the secured uwsgi server.,0,0,others,nginx,0,0
6429,uwsgi_ssl_name,Allows overriding the server name used to verify the certificate of the secured uwsgi server and to be passed through SNI when establishing a connection with the secured uwsgi server.,0,0,others,nginx,0,1
6430,uwsgi_ssl_password_file,Specifies a file with passphrases for secret keys where each passphrase is specified on a separate line. Passphrases are tried in turn when loading the key.,0,0,others,nginx,0,0
6431,uwsgi_ssl_protocols,Enables the specified protocols for requests to a secured uwsgi server.,1,6,function-tradeoff,nginx,0,0
6432,uwsgi_ssl_server_name,"Enables or disables passing of the server name through TLS Server Name Indication extension (SNI, RFC 6066) when establishing a connection with the secured uwsgi server.",0,0,others,nginx,0,0
6433,uwsgi_ssl_session_reuse,"Determines whether SSL sessions can be reused when working with a secured uwsgi server. If the errors SSL3_GET_FINISHED:digest check failed appear in the logs, try disabling session reuse.",1,6,function-tradeoff,nginx,0,0
6434,uwsgi_ssl_trusted_certificate,Specifies a file with trusted CA certificates in the PEM format used to verify the certificate of the secured uwsgi server.,0,0,others,nginx,0,1
6435,uwsgi_ssl_verify,Enables or disables verification of the secured uwsgi server certificate.,1,2,security-tradeoff,nginx,0,0
6436,uwsgi_ssl_verify_depth,Sets the verification depth in the secured uwsgi server certificates chain.,1,2,security-tradeoff,nginx,0,0
6437,uwsgi_store,"Enables saving of files to a disk. The on parameter saves files with paths corresponding to the directives alias or root. The off parameter disables saving of files. In addition, the file name can be set explicitly using the string with variables:",1,6,function-tradeoff,nginx,0,1
6438,uwsgi_store_access,"Sets access permissions for newly created files and directories, e.g.:",0,0,others,nginx,0,0
6439,uwsgi_temp_file_write_size,"Limits the size of data written to a temporary file at a time, when buffering of responses from the uwsgi server to temporary files is enabled. By default, size is limited by two buffers set by the uwsgi_buffer_size and uwsgi_buffers directives. The maximum size of a temporary file is set by the uwsgi_max_temp_file_size directive.",1,5,workload-specific,nginx,0,0
6440,uwsgi_temp_path,"Defines a directory for storing temporary files with data received from uwsgi servers. Up to three-level subdirectory hierarchy can be used underneath the specified directory. For example, in the following configuration",0,0,others,nginx,0,0
6441,valid_referers,"Specifies the Referer request header field values that will cause the embedded $invalid_referer variable to be set to an empty string. Otherwise, the variable will be set to 1. Search for a match is case-insensitive.",0,0,others,nginx,0,0
6442,variables_hash_bucket_size,Sets the bucket size for the variables hash table. The details of setting up hash tables are provided in a separate document.,1,1,resource,nginx,0,0
6443,variables_hash_max_size,Sets the maximum size of the variables hash table. The details of setting up hash tables are provided in a separate document.,1,1,resource,nginx,0,0
6444,worker_aio_requests,"When using aio with the epoll connection processing method, sets the maximum number of outstanding asynchronous I/O operations for a single worker process.",0,0,others,nginx,0,1
6445,worker_connections,Sets the maximum number of simultaneous connections that can be opened by a worker process.,1,5,workload-specific,nginx,0,0
6446,worker_cpu_affinity,"Binds worker processes to the sets of CPUs. Each CPU set is represented by a bitmask of allowed CPUs. There should be a separate set defined for each of the worker processes. By default, worker processes are not bound to any specific CPUs.",0,0,others,nginx,0,0
6447,worker_priority,Defines the scheduling priority for worker processes like it is done by the nice command: a negative number means higher priority. Allowed range normally varies from -20 to 20.,0,0,others,nginx,0,0
6448,worker_processes,Defines the number of worker processes.,1,5,workload-specific,nginx,0,0
6449,worker_rlimit_core,Changes the limit on the largest size of a core file (RLIMIT_CORE) for worker processes. Used to increase the limit without restarting the main process.,1,5,workload-specific,nginx,0,0
6450,worker_rlimit_nofile,Changes the limit on the maximum number of open files (RLIMIT_NOFILE) for worker processes. Used to increase the limit without restarting the main process.,1,1,resource,nginx,0,1
6451,worker_shutdown_timeout,"Configures a timeout for a graceful shutdown of worker processes. When the time expires, nginx will try to close all the connections currently open to facilitate shutdown.",0,0,others,nginx,0,0
6452,working_directory,"Defines the current working directory for a worker process. It is primarily used when writing a core-file, in which case a worker process should have write permission for the specified directory.",0,0,others,nginx,0,0
6453,xclient,Enables or disables the passing of the XCLIENT command with client parameters when connecting to the SMTP backend.,0,0,others,nginx,0,1
6454,xml_entities,"Specifies the DTD file that declares character entities. This file is compiled at the configuration stage. For technical reasons, the module is unable to use the external subset declared in the processed XML, so it is ignored and a specially defined file is used instead. This file should not describe the XML structure. It is enough to declare just the required character entities, for example:",0,0,others,nginx,0,0
6455,xslt_last_modified,Allows preserving the Last-Modified header field from the original response during XSLT transformations to facilitate response caching.,0,0,others,nginx,0,1
6456,xslt_param,"Defines the parameters for XSLT stylesheets. The value is treated as an XPath expression. The value can contain variables. To pass a string value to a stylesheet, the xslt_string_param directive can be used.",0,0,others,nginx,0,0
6457,xslt_string_param,Defines the string parameters for XSLT stylesheets. XPath expressions in the value are not interpreted. The value can contain variables.,0,0,others,nginx,0,0
6458,xslt_stylesheet,Defines the XSLT stylesheet and its optional parameters. A stylesheet is compiled at the configuration stage.,0,0,others,nginx,0,1
6459,xslt_types,"Enables transformations in responses with the specified MIME types in addition to text/xml. The special value * matches any MIME type (0.8.29). If the transformation result is an HTML response, its MIME type is changed to text/html.",0,0,others,nginx,0,0
6460,zone,"Defines the name and size of the shared memory zone that keeps the groups configuration and run-time state that are shared between worker processes. Several groups may share the same zone. In this case, it is enough to specify the size only once.",0,0,others,nginx,0,0
6461,zone_sync,Enables the synchronization of shared memory zones between cluster nodes. Cluster nodes are defined using zone_sync_server directives.,1,3,reliability-tradeoff,nginx,0,0
6462,zone_sync_buffers,"Sets the number and size of the per-zone buffers used for pushing zone contents. By default, the buffer size is equal to one memory page. This is either 4K or 8K, depending on a platform.",1,1,resource,nginx,0,0
6463,zone_sync_connect_retry_interval,Defines an interval between connection attempts to another cluster node.,0,0,others,nginx,0,0
6464,zone_sync_connect_timeout,Defines a timeout for establishing a connection with another cluster node.,0,0,others,nginx,0,0
6465,zone_sync_interval,Defines an interval for polling updates in a shared memory zone.,0,0,others,nginx,0,0
6466,zone_sync_recv_buffer_size,"Sets size of a per-connection receive buffer used to parse incoming stream of synchronization messages. The buffer size must be equal or greater than one of the zone_sync_buffers. By default, the buffer size is equal to zone_sync_buffers size multiplied by number.",1,1,resource,nginx,0,0
6467,zone_sync_server,"Defines the address of a cluster node. The address can be specified as a domain name or IP address with a mandatory port, or as a UNIX-domain socket path specified after the unix: prefix. A domain name that resolves to several IP addresses defines multiple nodes at once.",0,0,others,nginx,0,0
6468,zone_sync_ssl,Enables the SSL/TLS protocol for connections to another cluster server.,1,2,security-tradeoff,nginx,0,1
6469,zone_sync_ssl_certificate,Specifies a file with the certificate in the PEM format used for authentication to another cluster server.,0,0,others,nginx,0,0
6470,zone_sync_ssl_certificate_key,Specifies a file with the secret key in the PEM format used for authentication to another cluster server.,0,0,others,nginx,0,0
6471,zone_sync_ssl_ciphers,Specifies the enabled ciphers for connections to another cluster server. The ciphers are specified in the format understood by the OpenSSL library.,0,0,others,nginx,0,0
6472,zone_sync_ssl_conf_command,Sets arbitrary OpenSSL configuration commands when establishing a connection with another cluster server.,0,0,others,nginx,0,0
6473,zone_sync_ssl_crl,Specifies a file with revoked certificates (CRL) in the PEM format used to verify the certificate of another cluster server.,0,0,others,nginx,0,1
6474,zone_sync_ssl_name,Allows overriding the server name used to verify the certificate of a cluster server and to be passed through SNI when establishing a connection with the cluster server.,0,0,others,nginx,0,0
6475,zone_sync_ssl_password_file,Specifies a file with passphrases for secret keys where each passphrase is specified on a separate line. Passphrases are tried in turn when loading the key.,0,0,others,nginx,0,0
6476,zone_sync_ssl_protocols,Enables the specified protocols for connections to another cluster server.,0,0,others,nginx,0,0
6477,zone_sync_ssl_server_name,"Enables or disables passing of the server name through TLS Server Name Indication extension (SNI, RFC 6066) when establishing a connection with another cluster server.",0,0,others,nginx,0,0
6478,zone_sync_ssl_trusted_certificate,Specifies a file with trusted CA certificates in the PEM format used to verify the certificate of another cluster server.,0,0,others,nginx,0,0
6479,zone_sync_ssl_verify,Enables or disables verification of another cluster server certificate.,1,2,security-tradeoff,nginx,0,0
6480,zone_sync_ssl_verify_depth,Sets the verification depth in another cluster server certificates chain.,1,2,security-tradeoff,nginx,0,0
6481,zone_sync_timeout,"Sets the timeout between two successive read or write operations on connection to another cluster node. If no data is transmitted within this time, the connection is closed.",0,0,others,nginx,0,0
6483,agent_enabled,Enable the SPICE guest agent support on the instances.,1,6,function-tradeoff,nova,0,0
6485,agent_resetnetwork_timeout,Number of seconds to wait for agent's reply to resetnetwork request.,0,0,others,nova,0,0
6486,agent_timeout,Number of seconds to wait for agent's reply to a request.,0,0,others,nova,0,0
6487,agent_version_timeout,Number of seconds to wait for agent't reply to version request.,0,0,others,nova,0,0
6490,alias,An alias for a PCI passthrough device requirement.,0,0,others,nova,0,1
6491,allow_credentials,Indicate that the actual request can include user credentials,0,0,others,nova,0,0
6492,allow_headers,Indicate which header field names may be used during the actual request.,0,0,others,nova,0,0
6493,allow_methods,Indicate which methods can be used during the actual request.,0,0,others,nova,0,0
6495,allow_same_net_traffic,Determine whether to allow network traffic from same network.,0,0,others,nova,0,0
6499,amqp_auto_delete,Auto-delete queues in AMQP.,1,5,workload-specific,nova,0,0
6500,amqp_durable_queues,Use durable queues in AMQP.,1,5,workload-specific,nova,0,0
6502,api_endpoint,"This option has a sample default set, which means that its actual default value may vary from the one documented above.",0,0,others,nova,0,0
6503,api_max_retries,"The number of times to retry when a request conflicts. If set to 0, only try once, no retries.",0,0,others,nova,0,0
6505,api_retry_count,"Number of times VMware vCenter server API must be retried on connection failures, e.g. socket error, etc.",0,0,others,nova,0,0
6506,api_retry_interval,The number of seconds to wait before retrying the request.,0,0,others,nova,0,0
6507,api_servers,List of glance api servers endpoints available to nova.,0,0,others,nova,0,0
6508,approle_role_id,AppRole role_id for authentication with vault,0,0,others,nova,0,1
6509,approle_secret_id,AppRole secret_id for authentication with vault,0,0,others,nova,0,1
6511,auth_schemes,The authentication schemes to use with the compute node.,1,2,security-tradeoff,nova,0,0
6512,auth_section,Config Section from which to load plugin specific options,0,0,others,nova,0,0
6513,auth_strategy,Determine the strategy to use for authentication.,1,2,security-tradeoff,nova,0,0
6514,auth_type.B,Authentication type to load,1,2,security-tradeoff,nova,0,0
6515,auth_type,"The type of authentication credential to create. Possible values are 'token', 'password', 'keystone_token', and 'keystone_password'. Required if no context is passed to the credential factory.",0,0,others,nova,0,0
6516,auth_uri,"Complete 'public' Identity API endpoint. This endpoint should not be an 'admin' endpoint, as it should be accessible by all end users. Unauthenticated clients are redirected to this endpoint to authenticate. Although this endpoint should ideally be unversioned, client support in the wild varies. If you're using a versioned v2 endpoint here, then this should not be the same endpoint the service user utilizes for validating tokens, because normal end users may not be able to reach that endpoint. This option is deprecated in favor of www_authenticate_uri and will be removed in the S release.",0,0,others,nova,0,0
6520,auto_assign_floating_ip,Autoassigning floating IP to VM,0,0,others,nova,0,0
6521,available_filters,Filters that the scheduler can use.,0,0,others,nova,0,0
6522,backdoor_port,"Enable eventlet backdoor. Acceptable values are 0, <port>, and <start>:<end>, where 0 results in listening on a random tcp port number; <port> results in listening on the specified port number (and not enabling backdoor if that port is in use); and <start>:<end> results in listening on the smallest unused port number within the specified range of port numbers. The chosen port is displayed in the service's log file.",0,0,others,nova,0,0
6524,backend.B,"Cache backend module. For eventlet-based or environments with hundreds of threaded servers, Memcache with pooling (oslo_cache.memcache_pool) is recommended. For environments with less than 100 threaded servers, Memcached (dogpile.cache.memcached) or Redis (dogpile.cache.redis) is recommended. Test environments with a single instance of the server can use the dogpile.cache.memory backend.",0,0,others,nova,0,0
6525,backend.C,Specify the key manager implementation. Options are 'barbican' and 'vault'. Default is 'barbican'. Will support the values earlier set using [key_manager]/api_class for some time.,0,0,others,nova,0,0
6526,backend,The back end to use for the database.,0,0,others,nova,0,0
6527,backend_argument,Arguments supplied to the backend module. Specify this option once per argument to be passed to the dogpile.cache backend. Example format: '<argname>:<value>'.,0,0,others,nova,0,0
6528,backends,Additional backends that can perform health checks and report that information back as part of a request.,0,0,others,nova,0,0
6529,bandwidth_poll_interval,Interval to pull network bandwidth usage info.,0,0,others,nova,0,1
6530,bandwidth_update_interval,Bandwidth update interval.,0,0,others,nova,0,1
6531,barbican_api_version,"Version of the Barbican API, for example: 'v1'",0,0,others,nova,0,0
6535,baseapi,Base API RPC API version cap.,0,0,others,nova,0,1
6536,bdms_in_notifications,"If enabled, include block device information in the versioned notification payload. Sending block device information is disabled by default as providing that information can incur some overhead on the system since the information may need to be loaded from the database.",1,6,function-tradeoff,nova,0,0
6538,block_device_allocate_retries,"Number of times to retry block device allocation on failures. Starting with Liberty, Cinder can use image volume cache. This may help with block device allocation performance. Look at the cinder image_volume_cache_enabled configuration option.",0,0,others,nova,0,0
6539,block_device_allocate_retries_interval,Interval (in seconds) between block device allocation retries on failures.,0,0,others,nova,0,0
6540,block_device_creation_timeout,Time in secs to wait for a block device to be created,0,0,others,nova,0,0
6542,build_failure_weight_multiplier,Multiplier used for weighing hosts that have had recent build failures.,0,0,others,nova,0,0
6543,ca_file.B,CA certificate file to be verified in httpd server with TLS enabled,0,0,others,nova,0,0
6544,ca_file,Specifies the CA bundle file to be used in verifying the vCenter server certificate.,0,0,others,nova,0,0
6545,cache,"Request environment key where the Swift cache object is stored. When auth_token middleware is deployed with a Swift cache, use this option to have the middleware share a caching backend with swift. Otherwise, use the memcached_servers option instead.",0,0,others,nova,0,1
6546,cache_images,Cache glance images locally.,1,4,limited-side-effect,nova,0,0
6547,cache_prefix,This option adds a prefix to the folder where cached images are stored,0,0,others,nova,0,0
6548,cafile.B,A PEM encoded Certificate Authority to use when verifying HTTPs connections. Defaults to system CAs.,0,0,others,nova,0,0
6549,cafile,PEM encoded Certificate Authority to use when verifying HTTPs connections.,0,0,others,nova,0,0
6550,call_timeout,Call timeout.,0,0,others,nova,0,0
6551,capabilities.B,Cell capabilities.,0,0,others,nova,0,0
6552,capabilities,List of Linux capabilities retained by the privsep daemon.,0,0,others,nova,0,0
6553,catalog_info,Info to match when looking for cinder in the service catalog.,0,0,others,nova,0,0
6554,cell_type,Type of cell.,0,0,others,nova,0,1
6555,cells,Cells RPC API version cap.,0,0,others,nova,0,0
6556,cells_config,Optional cells configuration.,0,0,others,nova,0,0
6557,cert.B,Cert RPC API version cap.,0,0,others,nova,0,0
6558,cert,Path to SSL certificate file.,0,0,others,nova,0,1
6561,check_host,Ensure compute service is running on host XenAPI connects to. This option must be set to false if the 'independent_compute' option is set to true.,1,3,reliability-tradeoff,nova,0,0
6562,checksum_base_images,Write a checksum for files in _base to disk,1,6,function-tradeoff,nova,0,0
6563,checksum_interval_seconds,How frequently to checksum base images,0,0,others,nova,0,0
6564,cipher,Cipher-mode string to be used.,0,0,others,nova,0,0
6565,client_socket_timeout,This option specifies the timeout for client connections' socket operations. If an incoming connection is idle for this number of seconds it will be closed. It indicates timeout on individual read/writes on the socket connection. To wait forever set to 0.,0,0,others,nova,0,0
6566,cloud_connector_url,"This option has a sample default set, which means that its actual default value may vary from the one documented above.",0,0,others,nova,0,0
6568,cnt_vpn_clients,This option represents the number of IP addresses to reserve at the top of the address range for VPN clients. It also will be ignored if the configuration option for network_manager is not set to the default of 'nova.network.manager.VlanManager'.,0,0,others,nova,0,0
6569,collect_timing,Collect per-API call timing information.,1,6,function-tradeoff,nova,0,1
6570,compute,Compute RPC API version cap.,0,0,others,nova,0,0
6574,conductor,Conductor RPC API version cap.,0,0,others,nova,0,1
6575,config_drive_cdrom,Configuration drive cdrom,0,0,others,nova,0,1
6576,config_drive_format,Configuration drive format,0,0,others,nova,0,1
6577,config_drive_inject_password,Configuration drive inject password,0,0,others,nova,0,0
6578,config_drive_skip_versions,"When gathering the existing metadata for a config drive, the EC2-style metadata is returned for all versions that don't appear in this option. As of the Liberty release, the available versions are:",0,0,others,nova,0,0
6579,config_prefix,Prefix for building the configuration dictionary for the cache region. This should not need to be changed unless there is another dogpile.cache region with the same configuration name.,0,0,others,nova,0,1
6580,conn_pool_min_size,The pool size limit for connections expiration policy,1,1,resource,nova,0,0
6581,conn_pool_ttl,The time-to-live in sec of idle connections in the pool,0,0,others,nova,0,0
6582,connection.B,The SQLAlchemy connection string to use to connect to the database.,0,0,others,nova,0,0
6583,connection,The SQLAlchemy connection string to use to connect to the database. Do not set this for the nova-compute service.,0,0,others,nova,0,0
6584,connection_concurrent,Maximum number of concurrent XenAPI connections.,1,1,resource,nova,0,1
6585,connection_debug,"Verbosity of SQL debugging information: 0=None, 100=Everything.",1,6,function-tradeoff,nova,0,0
6587,connection_password,Password for connection to XenServer/Xen Cloud Platform,0,0,others,nova,0,0
6588,connection_pool_size,This option sets the http connection pool size,1,1,resource,nova,0,0
6589,connection_recycle_time,Connections which have been present in the connection pool longer than this number of seconds will be replaced with a new one the next time they are checked out from the pool.,0,0,others,nova,0,1
6590,connection_retry_backoff,Increase the connection_retry_interval by this many seconds after each unsuccessful failover attempt.,0,0,others,nova,0,0
6591,connection_retry_interval,Seconds to pause before attempting to re-connect.,0,0,others,nova,0,0
6592,connection_retry_interval_max,Maximum limit for connection_retry_interval + connection_retry_backoff,0,0,others,nova,0,0
6593,connection_string,Connection string for a notifier backend.,0,0,others,nova,0,1
6594,connection_trace,Add Python stack traces to SQL as comment strings.,0,0,others,nova,0,0
6597,connection_username,Username for connection to XenServer/Xen Cloud Platform,0,0,others,nova,0,0
6598,consecutive_build_service_disable_threshold,Enables reporting of build failures to the scheduler.,1,6,function-tradeoff,nova,0,1
6599,console,Console RPC API version cap.,0,0,others,nova,0,0
6600,console_delay_seconds,Set this value if affected by an increased network latency causing repeated characters when typing in a remote console.,0,0,others,nova,0,0
6601,console_host,"This option has a sample default set, which means that its actual default value may vary from the one documented above.",0,0,others,nova,0,0
6602,console_public_hostname,"This option has a sample default set, which means that its actual default value may vary from the one documented above.",0,0,others,nova,0,0
6604,console_xvp_conf_template,XVP conf template,0,0,others,nova,0,0
6605,console_xvp_log,XVP log file,0,0,others,nova,0,0
6608,consoleauth,Consoleauth RPC API version cap.,0,0,others,nova,0,1
6612,cores,The number of instance cores or vCPUs allowed per project.,1,1,resource,nova,0,1
6613,cpu_allocation_ratio,This option helps you specify virtual CPU to physical CPU allocation ratio.,1,5,workload-specific,nova,0,0
6614,cpu_mode,Is used to set the CPU mode an instance should have.,1,5,workload-specific,nova,0,0
6615,cpu_model,Set the name of the libvirt CPU model the instance should use.,1,6,function-tradeoff,nova,0,1
6616,cpu_model_extra_flags,"This allows specifying granular CPU feature flags when configuring CPU models. For example, to explicitly specify the pcid (Process-Context ID, an Intel processor feature -- which is now required to address the guest performance degradation as a result of applying the 'Meltdown' CVE fixes to certain Intel CPU models) flag to the 'IvyBridge' virtual CPU model:",1,6,function-tradeoff,nova,0,0
6617,cpu_shared_set,Defines which physical CPUs (pCPUs) will be used for best-effort guest vCPU resources.,0,0,others,nova,0,0
6618,cpu_weight_multiplier,CPU weight multiplier ratio.,1,5,workload-specific,nova,0,1
6620,cross_az_attach,Allow attach between instance and volume in different availability zones.,0,0,others,nova,0,0
6621,daemon,Run as a background process.,1,4,limited-side-effect,nova,0,0
6623,db_check_interval,DB check interval.,0,0,others,nova,0,1
6624,db_inc_retry_interval,"If True, increases the interval between retries of a database operation up to db_max_retry_interval.",0,0,others,nova,0,0
6625,db_max_retries,Maximum retries in case of connection error or deadlock error before error is raised. Set to -1 to specify an infinite retry count.,0,0,others,nova,0,0
6626,db_max_retry_interval,"If db_inc_retry_interval is set, the maximum seconds between retries of a database operation.",0,0,others,nova,0,1
6627,db_retry_interval,Seconds between retries of a database transaction.,0,0,others,nova,0,0
6628,debug.B,Enable or disable debug logging with glanceclient.,1,6,function-tradeoff,nova,0,0
6629,debug.C,Enable/disables guestfs logging.,1,6,function-tradeoff,nova,0,0
6630,debug,"If set to true, the logging level will be set to DEBUG instead of the default INFO level.",1,6,function-tradeoff,nova,0,1
6631,debug_cache_backend,"Extra debugging from the cache backend (cache keys, get/set/delete/etc calls). This is only really useful if you need to see the specific cache-backend get/set/delete calls with the keys/values. Typically this should be left set to false.",0,0,others,nova,0,1
6633,default_availability_zone,Default availability zone for compute services.,0,0,others,nova,0,0
6634,default_domain_id,Optional domain ID to use with v3 and v2 parameters. It will be used for both the user and project domain in v3 and ignored in v2 authentication.,0,0,others,nova,0,0
